id,sira,ders,sinif,unite,konu,baslik,kazanim_kodu,kazanim,aciklama,yorum,etiketler
turk_dili_ve_edebiyati-ort-C_1_7,77,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.7,Konuşmasına uygun sunu hazırlar.,"Yazılı, görsel ve işitsel unsurların, sunuda doğru ve işlevsel olarak kullanımının önemi ve nasıl gerçekleştirileceği açıklanır.","Kazanımın odağı, öğrencinin konuşmasına uygun sunu hazırlar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",konuşmasına; uygun; sunu; hazırlar
turk_dili_ve_edebiyati-ort-C_1_8,78,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.8,Konuşma provası yapar.,"Konuşma öncesinde konuşma yapılacak yerin, kullanılacak araçların, konuşma içeriği ve süresinin kontrol edilmesinin önemi vurgulanır.","Kazanımın odağı, öğrencinin konuşma provası yapar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",konuşma; provası
turk_dili_ve_edebiyati-ort-C_1_9,79,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.9,"Boğumlama, vurgulama, tonlama ve duraklamaya dikkat ederek konuşur.","a. Konuşmacının sesleri ve heceleri birbirine karıştırmadan, yutmadan, tam ve doğru çıkarması, kelime ve cümle vurgusuna dikkat etmesi; ses tonunu amacına, ortama, içeriğe ve hedef kitleye uygun olarak ayarlaması gerektiği vurgulanır. b. Konuşurken nefes almak için sözün anlamına uygun duraklamalar yapılmasının önemi belirtilir.","Kazanımın odağı, öğrencinin boğumlama, vurgulama, tonlama ve duraklamaya dikkat ederek konuşur. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",boğumlama; vurgulama; tonlama; duraklamaya; dikkat; ederek; konuşur
turk_dili_ve_edebiyati-ort-C_1_10,80,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.10,Konuşurken gereksiz ses ve kelimeler kullanmaktan kaçınır.,"Konuşma sırasında ""hım, eee, ııı"" gibi sesleri veya ""işte, hani, yani, şey, mesela, atıyorum"" vb. kelimeleri gereksiz yere ve dinleyiciyi rahatsız edecek düzeyde kullanmaktan kaçınılması gerektiği vurgulanır.","Kazanımın odağı, öğrencinin konuşurken gereksiz ses ve kelimeler kullanmaktan kaçınır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",konuşurken; gereksiz; kelimeler; kullanmaktan; kaçınır
turk_dili_ve_edebiyati-ort-C_1_11,81,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.11,Konuşmasında beden dilini doğru ve etkili biçimde kullanır.,"Konuşmacının içeriğe ve hitap ettiği kitleye uygun jest ve mimikler kullanmasının, dinleyici ile göz teması kurmasının, heyecanını kontrol etmesinin, dış görünümünü ve kıyafetini konuşma yapacağı ortama göre ayarlamasının önemi vurgulanır.","Kazanımın odağı, öğrencinin konuşmasında beden dilini doğru ve etkili biçimde kullanır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",konuşmasında; beden; dilini; doğru; etkili; biçimde
turk_dili_ve_edebiyati-ort-C_1_12,82,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.12,Konuşmasına etkili bir başlangıç yapar.,"Konuşmaya etkili bir başlangıç yapmak için içeriğe uygun soru sorma, şiir okuma; bir fıkra, hikâye, anı anlatma gibi tekniklere başvurulabileceği vurgulanır.","Kazanımın odağı, öğrencinin konuşmasına etkili bir başlangıç yapar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",konuşmasına; etkili; başlangıç
turk_dili_ve_edebiyati-ort-C_1_13,83,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.13,Konuşmasının içeriğini zenginleştirir.,"Bir konuşmanın deyim, atasözü, vecize, terim, alıntı, kısa hikâye, anı, şiir, fıkra, söz sanatları, istatistiklerden yararlanma vb. unsurlarla zenginleştirilebileceği vurgulanır.","Kazanımın odağı, öğrencinin konuşmasının içeriğini zenginleştirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",konuşmasının; içeriğini; zenginleştirir
turk_dili_ve_edebiyati-ort-C_1_14,84,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.14,Konuşmasında önemli noktaları vurgulayan ve konuşmayı takip etmeyi kolaylaştıran ifadeler kullanır.,"Konuşmacının önemli noktaları vurgulamak ve dinleyicilerin ilgisini canlı tutmak için çeşitli geçiş ifadelerini (bundan dolayı, özellikle, kısacası vb.) kullanabileceğine dikkat çekilir.","Kazanımın odağı, öğrencinin konuşmasında önemli noktaları vurgulayan ve konuşmayı takip etmeyi kolaylaştıran ifadeler kullanır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",konuşmasında; önemli; noktaları; vurgulayan; konuşmayı; takip; etmeyi; kolaylaştıran
turk_dili_ve_edebiyati-ort-C_1_15,85,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.15,Konuşmasını etkili bir biçimde sonlandırır.,"Konuşmanın genel iletisinin, konuşmanın sonunda da vurgulanmasının önemi açıklanır.","Kazanımın odağı, öğrencinin konuşmasını etkili bir biçimde sonlandırır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",konuşmasını; etkili; biçimde; sonlandırır
turk_dili_ve_edebiyati-ort-C_1_16,86,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.16,Konuşmasında süreyi verimli kullanır.,,"Kazanımın odağı, öğrencinin konuşmasında süreyi verimli kullanır. hedefidir.",konuşmasında; süreyi; verimli
turk_dili_ve_edebiyati-ort-C_1_17,87,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.1.17,Konuşmasında teknolojik araçları etkili biçimde kullanır.,2. DİNLEME,"Kazanımın odağı, öğrencinin konuşmasında teknolojik araçları etkili biçimde kullanır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",konuşmasında; teknolojik; araçları; etkili; biçimde
turk_dili_ve_edebiyati-ort-C_2_1,88,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.2.1,Amacına uygun dinleme tekniklerini kullanır.,"Not alarak dinleme, empati kurarak dinleme, seçici dinleme, eleştirel dinleme vb. tekniklerin kullanılabileceği vurgulanır.","Kazanımın odağı, öğrencinin amacına uygun dinleme tekniklerini kullanır. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",amacına; uygun; dinleme; tekniklerini
turk_dili_ve_edebiyati-ort-C_2_2,89,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.2.2,Dinlediği konuşmanın konu ve ana düşüncesini tespit eder.,,"Kazanımın odağı, öğrencinin dinlediği konuşmanın konu ve ana düşüncesini tespit eder. hedefidir.",dinlediği; konuşmanın; konu; düşüncesini; tespit
turk_dili_ve_edebiyati-ort-C_2_3,90,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.2.3,Dinlediği konuşmada konu akışını takip eder.,Dinlediği konuşmadaki temel kavramların ve ayrıntıların belirlenmesi sağlanır.,"Kazanımın odağı, öğrencinin dinlediği konuşmada konu akışını takip eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",dinlediği; konuşmada; konu; akışını; takip
turk_dili_ve_edebiyati-ort-C_2_4,91,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.2.4,Dinlediği konuşmadaki açık ve örtük iletileri belirler.,,"Kazanımın odağı, öğrencinin dinlediği konuşmadaki açık ve örtük iletileri belirler. hedefidir.",dinlediği; konuşmadaki; açık; örtük; iletileri
turk_dili_ve_edebiyati-ort-C_2_5,92,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.2.5,Dinlediklerini özetler.,,"Kazanımın odağı, öğrencinin dinlediklerini özetler. hedefidir.",dinlediklerini; özetler
turk_dili_ve_edebiyati-ort-C_2_6,93,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.2.6,Dinlediklerini ön bilgileriyle karşılaştırır.,,"Kazanımın odağı, öğrencinin dinlediklerini ön bilgileriyle karşılaştırır. hedefidir.",dinlediklerini; bilgileriyle; karşılaştırır
turk_dili_ve_edebiyati-ort-C_2_7,94,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.2.7,Dinlediği konuşmanın tutarlılığını sorgular.,"Konuşma; konu akışındaki uyum, olaylar, bilgiler ve düşünceler arasındaki tutarlılık açısından değerlendirilir.","Kazanımın odağı, öğrencinin dinlediği konuşmanın tutarlılığını sorgular. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",dinlediği; konuşmanın; tutarlılığını; sorgular
turk_dili_ve_edebiyati-ort-C_2_8,95,TÜRK DİLİ VE EDEBİYATI,,,,1. KONUŞMA,C.2.8,Dinlediği konuşmada öne sürülen düşüncelerin dayanaklarının geçerliliğini sorgular.,"3.3. ÜNİTE, SÜRE VE İÇERİK TABLOLARI 9.SINIF 1. ÜNİTE: GİRİŞ I. DÖNEM SÜRE: 2 HAFTA","Kazanımın odağı, öğrencinin dinlediği konuşmada öne sürülen düşüncelerin dayanaklarının geçerliliğini sorgular. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",dinlediği; konuşmada; sürülen; düşüncelerin; dayanaklarının; geçerliliğini; sorgular
